data,variable,correlation_true,mutual_info,unpriv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,skew_var,gini,simpson,shannon,ir,pos_prob
german,skill_level=A173,0.0231114463166217,0.0002650795962492,0.6923076923076923,0.9750812567713976,1.008755234107347,0.0,0.0,1.0,-1.1110413566652129,0.0704584658206483,0.0052015599398823,0.9998713802501372,0.3512876020984128,0.0239085239085239
german,skill_level=A174,0.0025912098573505,3.366317794226137e-06,0.7096774193548387,0.9995456610631532,1.0060362173038229,0.0,0.0,1.0,3.422153442737595,0.1085822354237449,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.0046082949308755
german,telephone=A191,-0.026714823613842,0.0003590910750871,0.7272727272727273,1.0243277848911652,0.9880176581879336,0.0,0.0,0.0,-0.7341352328324191,0.074441546226942,0.0057368227061632,0.999873385105964,0.4924874399501265,0.0257801899592944
german,telephone=A192,0.026714823613842,0.0003590910750871,0.7014925373134329,0.9880176581879336,1.0243277848911652,0.0,0.0,0.0,0.7341352328324185,0.093787936771797,0.0057368227061632,0.999873385105964,0.4924874399501265,0.0257801899592944
german,foreign_worker=A201,-0.0913002117065467,0.0069328323637068,1.0,1.4084507042253522,0.9916642713423396,0.0,1.0,1.0,-6.962011221737285,0.0568021901419272,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.2959183673469387
german,foreign_worker=A202,0.0913002117065467,0.0069328323637068,0.7040816326530612,0.9916642713423396,1.4084507042253522,0.0,1.0,1.0,6.962011221737285,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.2959183673469387
german,age,-0.0058093406798611,1.6925024399289113e-05,0.7058823529411765,1.0084033613445378,0.9982788296041308,0.0,0.0,0.0,-1.7839059345380124,0.0653373624411279,0.0044580657850884,0.9998675369293948,0.2047411266688374,0.0070871722182849
german,people_liable_for,-0.0755928946018454,0.0027947652708631,0.0,0.0,1.0,1.0,0.0,1.0,1.1723597237832712,0.0641993394679011,0.0051199994716998,0.9998710285648676,0.3332678132678132,0.7
german,sex,0.0408759559656643,0.0008242879300652,0.6666666666666666,0.9523809523809526,1.0150375939849627,0.0,0.0,0.0,-1.2361820930458385,0.0693204428474216,0.0050377828469691,0.99987065938208,0.3157222294064399,0.043859649122807
german,status=A11,-0.1263625660959576,0.0077603022359027,0.7361111111111112,1.0515873015873016,0.8673469387755103,0.0,0.0,0.0,0.9949446800721536,0.0966329942048639,0.0053619297667333,0.9998720328727244,0.3888288288288288,0.128968253968254
german,status=A12,-0.2366825051781695,0.027201462193323,0.7761194029850746,1.1087420042643923,0.7792207792207793,0.0,1.0,0.0,0.7341352328324185,0.093787936771797,0.0057368227061632,0.999873385105964,0.4924874399501265,0.2306648575305292
german,status=A13,-0.0890870806374748,0.0036466533921834,0.7083333333333334,1.011904761904762,0.7142857142857144,0.0,1.0,0.0,4.766655186393549,0.1102892698835851,0.0034662039768814,0.999858092130708,0.0415724815724815,0.2083333333333333
german,status=A14,0.3888826592409259,0.0899080845239924,0.5692307692307692,0.8131868131868133,1.3469387755102042,0.0,1.0,0.0,0.6385899447230656,0.0926499137985702,0.0058715591051225,0.9998738203102482,0.5384161784161784,0.3736263736263736
german,credit_history=A30,0.0935219529582824,0.0072206269761328,0.6938775510204082,0.991253644314869,1.4285714285714288,0.0,1.0,1.0,6.962011221737288,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.3061224489795918
german,credit_history=A31,-0.1102635692839942,0.0055983847006093,0.7127659574468085,1.0182370820668696,0.7142857142857143,1.0,1.0,1.0,3.762137305126659,0.1091512469103583,0.0036068524916292,0.9998600281586792,0.0637377803335249,0.2127659574468084
german,credit_history=A32,-0.1225949520816379,0.0075934036172362,0.7608695652173914,1.0869565217391304,0.9259259259259258,0.0,1.0,0.0,-0.1629692672458554,0.081838695552916,0.0063592999493043,0.9998752142598862,0.8518372918372918,0.1127214170692432
german,credit_history=A33,-0.048261708906584,0.0011214313704713,0.7065217391304348,1.0093167701863357,0.892857142857143,0.0,1.0,0.0,3.143633444497453,0.1080132239371316,0.003752344686727,0.9998617273131164,0.0868667877363529,0.0815217391304348
german,credit_history=A34,0.1904761904761905,0.0194663465741447,0.6428571428571429,0.9183673469387756,1.1904761904761905,0.0,1.0,0.0,0.8862206503539748,0.0954949712316372,0.0055172408512179,0.9998726203716148,0.4285152685152684,0.1904761904761904
german,purpose=A40,-0.1091089451179962,0.0057269467696894,0.725,1.0357142857142858,0.8571428571428572,0.0,0.0,0.0,1.5229399547550309,0.101185086097771,0.0047058818244188,0.9998689971073168,0.2499262899262899,0.125
german,purpose=A41,0.0940789677283106,0.0050395951884446,0.6881720430107527,0.9831029185867896,1.2244897959183672,0.0,1.0,0.0,3.422153442737595,0.1085822354237449,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.1689708141321043
german,purpose=A410,0.0935219529582824,0.0072206269761328,0.6938775510204082,0.991253644314869,1.4285714285714288,0.0,1.0,1.0,6.9620112217372885,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.3061224489795918
german,purpose=A42,0.0755928946018454,0.0029422268538313,0.68,0.9714285714285716,1.085714285714286,0.0,0.0,0.0,1.1723597237832712,0.0983400286647041,0.0051199994716998,0.9998710285648676,0.3332678132678132,0.0799999999999999
german,purpose=A43,-0.1091089451179962,0.0057269467696894,0.725,1.0357142857142858,0.8571428571428572,0.0,1.0,0.0,1.5229399547550309,0.101185086097771,0.0047058818244188,0.9998689971073168,0.2499262899262899,0.125
german,purpose=A44,0.0657951694959769,0.0035883530924054,0.696969696969697,0.9956709956709956,1.4285714285714288,0.0,1.0,1.0,9.999999999999998,0.1119963043434252,0.003264639340127,0.9998544202967692,0.0100037227309954,0.303030303030303
german,purpose=A45,-0.2182178902359924,0.0245601052413421,0.7142857142857143,1.020408163265306,0.0,0.0,1.0,1.0,6.962011221737287,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.7142857142857143
german,purpose=A46,0.0321744726043893,0.0005344357995192,0.6956521739130435,0.9937888198757764,1.0714285714285714,1.0,1.0,1.0,3.1436334444974534,0.1080132239371316,0.003752344686727,0.9998617273131164,0.0868667877363529,0.0543478260869565
german,purpose=A48,0.0935219529582824,0.0072206269761328,0.6938775510204082,0.991253644314869,1.4285714285714288,0.0,1.0,1.0,6.962011221737288,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.3061224489795918
german,purpose=A49,0.0583984821782856,0.0017803914692836,0.6896551724137931,0.9852216748768472,1.098901098901099,0.0,0.0,0.0,2.234045113605476,0.1051681665040646,0.0041354349842248,0.9998652572734184,0.1493416927899686,0.0795755968169761
german,savings=A61,-0.2058790548922549,0.022459580583469,0.8285714285714286,1.183673469387755,0.9010989010989012,0.0,1.0,0.0,-0.6385899447230656,0.0755795692001688,0.0058715591051225,0.9998738203102482,0.5384161784161784,0.1978021978021978
german,savings=A62,-0.0488199181262762,0.0011549153763875,0.7078651685393258,1.0112359550561798,0.9090909090909092,0.0,0.0,0.0,2.5310153461376346,0.1063061894772914,0.003979109145308,0.999863949451108,0.1235093724981365,0.0715015321756894
german,savings=A63,0.0500626174321758,0.0013490542909887,0.6947368421052632,0.992481203007519,1.142857142857143,0.0,0.0,0.0,4.1926366483311055,0.1097202583969717,0.0035359110730706,0.9998590948943834,0.0525384714858398,0.1052631578947368
german,savings=A64,-0.0623479686388549,0.0017825082147213,0.7040816326530612,1.0058309037900874,0.7142857142857144,1.0,1.0,1.0,6.962011221737285,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.2040816326530612
german,savings=A65,0.2962763746729205,0.0678405262649891,0.6385542168674698,0.9122203098106714,1.4285714285714288,0.0,1.0,1.0,1.7839059345380128,0.1028921205576111,0.0044580657850884,0.9998675369293948,0.2047411266688374,0.3614457831325302
german,employment=A71,0.0500626174321758,0.0013490542909887,0.6947368421052632,0.992481203007519,1.142857142857143,0.0,0.0,0.0,4.1926366483311055,0.1097202583969717,0.0035359110730706,0.9998590948943834,0.0525384714858398,0.1052631578947368
german,employment=A72,-0.2138963159732493,0.0211764550065474,0.7411764705882353,1.0588235294117647,0.6666666666666667,0.0,1.0,0.0,1.990372988626388,0.1040301435308379,0.0042953014846816,0.9998664486852424,0.1763896516837693,0.2745098039215686
german,employment=A73,0.1401137993729879,0.0101147978679252,0.6507936507936508,0.9297052154195012,1.1196911196911197,0.0,1.0,0.0,0.5467562205848957,0.0915118908253435,0.0059947540618986,0.9998741978187632,0.5872610272610272,0.1329901329901329
german,employment=A74,0.2012459214458568,0.0251560309625114,0.6627906976744186,0.946843853820598,1.326530612244898,0.0,1.0,0.0,2.1067391919833307,0.1045991550174513,0.0042149625902894,0.9998658666110488,0.162708416661905,0.26578073089701
german,employment=A75,-0.1586997049040751,0.0122024957275333,0.7464788732394366,1.0663983903420524,0.8374384236453203,0.0,1.0,0.0,0.9397506584812624,0.0960639827182505,0.0054403258914531,0.999872334588651,0.4083925667024258,0.1602719766877125
german,other_debtors=A101,0.0500626174321758,0.0011919895249213,0.6,0.8571428571428572,1.0075187969924817,0.0,1.0,0.0,-4.192636648331102,0.0585092246017673,0.0035359110730706,0.9998590948943834,0.0525384714858398,0.1052631578947368
german,other_debtors=A102,-0.2182178902359924,0.0245601052413421,0.7142857142857143,1.020408163265306,0.0,0.0,1.0,1.0,6.962011221737285,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.7142857142857143
german,other_debtors=A103,0.1151294334680004,0.0108979223972067,0.6907216494845361,0.9867452135493374,1.4285714285714286,0.0,1.0,1.0,5.594649463592128,0.1108582813701985,0.0033977484620807,0.999857003071308,0.0308325945439346,0.3092783505154639
german,property=A121,0.0680413817439771,0.0023664716079791,0.6805555555555556,0.9722222222222222,1.0714285714285714,0.0,0.0,0.0,0.9949446800721536,0.0966329942048639,0.0053619297667333,0.9998720328727244,0.3888288288288288,0.0694444444444444
german,property=A122,-0.0099498793460071,4.9346355090879035e-05,0.7027027027027027,1.003861003861004,0.989010989010989,0.0,0.0,0.0,1.111041356665213,0.0977710171780907,0.0052015599398823,0.9998713802501372,0.3512876020984128,0.0103950103950104
german,property=A123,-0.0330280550933708,0.0005414024987178,0.7101449275362319,1.0144927536231885,0.9677419354838708,0.0,0.0,0.0,0.8341991172460601,0.0949259597450238,0.0055924496641917,0.9998728905328516,0.449221237047324,0.0327255726975223
german,property=A124,-0.030556616567607,0.0004593023442135,0.7058823529411765,1.0084033613445378,0.9523809523809524,0.0,0.0,0.0,1.990372988626388,0.1040301435308379,0.0042953014846816,0.9998664486852424,0.1763896516837693,0.0392156862745098
german,installment_plans=A141,-0.0522840661187506,0.0013343884435466,0.7108433734939759,1.0154905335628228,0.9243697478991596,0.0,0.0,0.0,1.7839059345380122,0.1028921205576111,0.0044580657850884,0.9998675369293948,0.2047411266688374,0.063784549964564
german,installment_plans=A142,-0.1286978904175574,0.0076442663480074,0.717391304347826,1.0248447204968945,0.7142857142857144,1.0,1.0,1.0,3.1436334444974534,0.1080132239371316,0.003752344686727,0.9998617273131164,0.0868667877363529,0.217391304347826
german,installment_plans=A143,0.1259881576697424,0.0076750067390047,0.6,0.8571428571428572,1.047619047619048,0.0,0.0,0.0,-1.1723597237832712,0.0698894543340349,0.0051199994716998,0.9998710285648676,0.3332678132678132,0.1333333333333333
german,housing=A151,-0.072312669624254,0.0025402049176538,0.7160493827160493,1.0229276895943562,0.9022556390977444,0.0,0.0,1.0,1.6045893345464737,0.1017540975843843,0.0046229408178674,0.9998685320063444,0.2344926744926744,0.0844704353476283
german,housing=A152,0.0,0.0,0.7,1.0,1.0000000000000002,0.0,0.0,0.0,-0.8862206503539746,0.0727345117671019,0.0055172408512179,0.9998726203716148,0.4285152685152684,0.0
german,housing=A153,0.090665562234513,0.0044729285517046,0.6853932584269663,0.9791332263242376,1.1688311688311688,0.0,0.0,0.0,2.5310153461376346,0.1063061894772914,0.003979109145308,0.999863949451108,0.1235093724981365,0.1327885597548519
german,skill_level=A171,-0.0127921592742222,8.025807359886977e-05,0.7010309278350515,1.001472754050074,0.9523809523809526,0.0,0.0,0.0,5.594649463592128,0.1108582813701985,0.0033977484620807,0.999857003071308,0.0308325945439346,0.0343642611683848
german,skill_level=A172,-0.1438658364808481,0.0101203941634357,0.746268656716418,1.0660980810234542,0.8658008658008659,0.0,1.0,0.0,0.7341352328324185,0.093787936771797,0.0057368227061632,0.999873385105964,0.4924874399501265,0.1402080506558118
german,skill_level=A173,0.144052620961576,0.0104220730681078,0.6326530612244898,0.9037900874635568,1.092436974789916,0.0,1.0,0.0,-0.0406198569107425,0.0835457300127561,0.0063974404959673,0.999875312774812,0.9607804596039892,0.1320528211284513
german,skill_level=A174,-0.0064887202420317,2.09657917673578e-05,0.7011494252873564,1.0016420361247949,0.989010989010989,0.0,0.0,0.0,2.234045113605476,0.1051681665040646,0.0041354349842248,0.9998652572734184,0.1493416927899686,0.008841732979664
german,telephone=A191,-0.1143772527179193,0.006717421744052,0.7714285714285715,1.1020408163265307,0.9450549450549453,0.0,1.0,0.0,-0.6385899447230656,0.0755795692001688,0.0058715591051225,0.9998738203102482,0.5384161784161784,0.1098901098901099
german,telephone=A192,0.1143772527179193,0.006717421744052,0.6615384615384615,0.9450549450549453,1.1020408163265307,0.0,1.0,0.0,0.6385899447230656,0.0926499137985702,0.0058715591051225,0.9998738203102482,0.5384161784161784,0.1098901098901099
german,foreign_worker=A201,-0.0940789677283106,0.0050395951884446,0.8571428571428571,1.2244897959183672,0.9831029185867896,0.0,1.0,0.0,-3.422153442737595,0.0596472475749941,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.1689708141321043
german,foreign_worker=A202,0.0940789677283106,0.0050395951884446,0.6881720430107527,0.9831029185867896,1.2244897959183672,0.0,1.0,0.0,3.422153442737595,0.1085822354237449,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.1689708141321043
german,age,0.1726319615116959,0.0142514939133092,0.5238095238095238,0.7703081232492996,1.0610573343261354,0.0,1.0,0.0,-1.4457603903328708,0.0676134083875814,0.0047889848052584,0.9998694417006933,0.2657506298012626,0.1977094635322482
german,people_liable_for,0.0590167106523475,0.0017894969798456,0.0,0.0,1.0,1.0,0.0,1.0,1.604589334546473,0.0630230636216247,0.0046229408178674,0.9998685320063444,0.2344926744926744,0.68
german,sex,0.0808823529411764,0.0032269217887057,0.625,0.9191176470588236,1.038062283737024,0.0,1.0,0.0,-0.7835461424924531,0.0738725347403286,0.0056657218515917,0.9998731453573328,0.4705362046538516,0.0808823529411765
german,status=A11,-0.2993924754260479,0.0433113760468028,0.7714285714285715,1.1344537815126052,0.6862745098039216,1.0,1.0,1.0,0.8862206503539749,0.0954949712316372,0.0055172408512179,0.9998726203716148,0.4285152685152684,0.3047619047619048
german,status=A12,-0.089029030889844,0.0038336066789436,0.6987951807228916,1.027639971651311,0.8650519031141868,1.0,1.0,0.0,1.7839059345380115,0.1028921205576111,0.0044580657850884,0.9998675369293948,0.2047411266688374,0.1105598866052445
german,status=A13,0.0590167106523475,0.0018874961155886,0.6736842105263158,0.9907120743034056,1.1764705882352942,0.0,0.0,0.0,4.1926366483311055,0.1097202583969717,0.0035359110730706,0.9998590948943834,0.0525384714858398,0.1263157894736842
german,status=A14,0.3158101459191266,0.0517035257868223,0.5384615384615384,0.7918552036199096,1.2254901960784317,1.0,1.0,1.0,0.0812885211036421,0.0852527644725963,0.0063897758301972,0.9998752930876244,0.9230693630693632,0.2948717948717949
german,credit_history=A30,-0.2082482819587607,0.0232257824936655,0.6938775510204082,1.020408163265306,0.0,1.0,1.0,1.0,6.962011221737285,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.6938775510204082
german,credit_history=A31,-0.1881626362912638,0.0162616336665766,0.6979166666666666,1.0263480392156863,0.3676470588235294,0.0,0.0,1.0,4.766655186393549,0.1102892698835851,0.0034662039768814,0.999858092130708,0.0415724815724815,0.4479166666666666
german,credit_history=A32,0.1847109952471985,0.0168024281097743,0.5675675675675675,0.834658187599364,1.0971055088702146,0.0,1.0,1.0,-0.5467562205848959,0.0767175921733955,0.0059947540618986,0.9998741978187632,0.5872610272610272,0.1784641784641785
german,credit_history=A33,-0.113787390920439,0.0060746284417612,0.6956521739130435,1.023017902813299,0.7352941176470588,0.0,1.0,0.0,3.143633444497453,0.1080132239371316,0.003752344686727,0.9998617273131164,0.0868667877363529,0.1956521739130434
german,credit_history=A34,0.0183384985240445,0.0001692089530153,0.6753246753246753,0.9931245225362872,1.023017902813299,1.0,1.0,1.0,1.302794753170758,0.0994780516379308,0.0049550939280984,0.999870272212185,0.2986323749960113,0.0203274985883681
german,purpose=A40,-0.0147368747631935,0.0001080201433272,0.6835443037974683,1.0052122114668651,0.9803921568627452,0.0,0.0,0.0,1.445760390332871,0.1006160746111576,0.0047889848052584,0.9998694417006933,0.2657506298012626,0.0168776371308017
german,purpose=A41,0.0356272705861869,0.0006508285267698,0.6741573033707865,0.991407799074686,1.0695187165775402,1.0,1.0,1.0,2.5310153461376337,0.1063061894772914,0.003979109145308,0.999863949451108,0.1235093724981365,0.0531154239019407
german,purpose=A42,-0.1393426004282884,0.0093232794200016,0.7125,1.0477941176470589,0.8088235294117646,0.0,1.0,0.0,1.5229399547550315,0.101185086097771,0.0047058818244188,0.9998689971073168,0.2499262899262899,0.1624999999999999
german,purpose=A43,0.0843271493141746,0.0036682868459596,0.6578947368421053,0.9674922600619196,1.102941176470588,0.0,0.0,1.0,1.236182093045838,0.0989090401513174,0.0050377828469691,0.99987065938208,0.3157222294064399,0.0921052631578946
german,purpose=A44,0.0689450253326692,0.0038803498270423,0.6767676767676768,0.9952465834818776,1.4705882352941175,1.0,1.0,0.0,9.999999999999998,0.1119963043434252,0.003264639340127,0.9998544202967692,0.0100037227309954,0.3232323232323232
german,purpose=A45,-0.0551245452243778,0.0014184732464096,0.6836734693877551,1.0054021608643458,0.7352941176470588,1.0,1.0,1.0,6.962011221737288,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.183673469387755
german,purpose=A46,-0.0638548152184589,0.0019493256571332,0.6881720430107527,1.0120177103099304,0.8403361344537813,0.0,1.0,0.0,3.422153442737595,0.1085822354237449,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.1167434715821813
german,purpose=A49,0.0914363805415277,0.0044446186779087,0.6627906976744186,0.9746922024623802,1.1554621848739492,0.0,1.0,0.0,2.106739191983329,0.1045991550174513,0.0042149625902894,0.9998658666110488,0.162708416661905,0.1229235880398671
german,savings=A61,-0.089828373833702,0.0040666312621788,0.7272727272727273,1.0695187165775402,0.945378151260504,1.0,1.0,0.0,-0.2454439976746757,0.0807006725796892,0.0063091477373156,0.9998750825978896,0.7856932256932256,0.0844155844155843
german,savings=A62,-0.1014006932068396,0.004891344827516,0.6966292134831461,1.0244547257105088,0.802139037433155,0.0,1.0,0.0,2.5310153461376355,0.1063061894772914,0.003979109145308,0.999863949451108,0.1235093724981365,0.1511746680286007
german,savings=A63,-0.0089889683162077,4.014091959379795e-05,0.6813186813186813,1.0019392372333549,0.980392156862745,1.0,1.0,1.0,2.909131970405075,0.1074442124505182,0.0038268351562535,0.9998625069429968,0.0988125388125388,0.0146520146520147
german,savings=A64,0.0306311268381127,0.0004895468011113,0.6770833333333334,0.9957107843137256,1.102941176470588,1.0,0.0,1.0,4.766655186393549,0.1102892698835851,0.0034662039768814,0.999858092130708,0.0415724815724815,0.0729166666666666
german,savings=A65,0.1822172467139156,0.0184531956576066,0.6375,0.9375,1.25,0.0,0.0,0.0,1.5229399547550315,0.101185086097771,0.0047058818244188,0.9998689971073168,0.2499262899262899,0.2125
german,employment=A71,-0.1478743089269575,0.0101173498920869,0.6989247311827957,1.027830487033523,0.630252100840336,0.0,0.0,0.0,3.4221534427375944,0.1085822354237449,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.2703533026113672
german,employment=A72,-0.0720438159642111,0.0025163312942295,0.6941176470588235,1.0207612456747404,0.8823529411764705,1.0,0.0,1.0,1.990372988626388,0.1040301435308379,0.0042953014846816,0.9998664486852424,0.1763896516837693,0.0941176470588235
german,employment=A73,-0.0959076321475838,0.0045516848951921,0.7142857142857143,1.0504201680672267,0.9141494435612084,0.0,0.0,0.0,0.5467562205848959,0.0915118908253435,0.0059947540618986,0.9998741978187632,0.5872610272610272,0.0926640926640927
german,employment=A74,0.1532177187452627,0.0132706595443629,0.6511627906976745,0.957592339261286,1.260504201680672,0.0,0.0,1.0,2.1067391919833307,0.1045991550174513,0.0042149625902894,0.9998658666110488,0.162708416661905,0.2059800664451826
german,employment=A75,0.1274768047557619,0.0084878644778475,0.6438356164383562,0.9468170829975824,1.1437908496732023,1.0,0.0,1.0,1.0519765069856843,0.0972020056914773,0.0052822708484773,0.9998717148838032,0.3698010837736865,0.1339421613394216
german,other_debtors=A101,-0.0857492925712544,0.0039664637532766,0.8,1.1764705882352942,0.980392156862745,0.0,1.0,1.0,-2.7074488084533876,0.0613542820348342,0.0039024384954419,0.9998632464473332,0.111023751023751,0.1333333333333334
german,other_debtors=A102,0.0306311268381127,0.0004895468011113,0.6770833333333334,0.9957107843137256,1.102941176470588,1.0,0.0,1.0,4.766655186393549,0.1102892698835851,0.0034662039768814,0.999858092130708,0.0415724815724815,0.0729166666666666
german,other_debtors=A103,0.0830460211893234,0.0038496007237056,0.6702127659574468,0.9856070087609512,1.2254901960784317,1.0,1.0,0.0,3.762137305126659,0.1091512469103583,0.0036068524916292,0.9998600281586792,0.0637377803335249,0.1631205673758865
german,property=A121,0.1202190458798477,0.0076018816596424,0.6493506493506493,0.9549274255156608,1.1508951406649617,1.0,1.0,1.0,1.302794753170758,0.0994780516379308,0.0049550939280984,0.999870272212185,0.2986323749960113,0.1332580463015246
german,property=A122,0.064512214758155,0.0021242074825081,0.6621621621621622,0.9737678855325914,1.0746606334841629,0.0,1.0,0.0,1.1110413566652129,0.0977710171780907,0.0052015599398823,0.9998713802501372,0.3512876020984128,0.0686070686070685
german,property=A123,-0.1258455564269084,0.00779993791206,0.7230769230769231,1.0633484162895923,0.8823529411764706,0.0,1.0,0.0,0.6385899447230656,0.0926499137985702,0.0058715591051225,0.9998738203102482,0.5384161784161784,0.123076923076923
german,property=A124,-0.0514580817138519,0.001295274441275,0.6904761904761905,1.015406162464986,0.9191176470588236,1.0,0.0,1.0,1.8832188820021951,0.1034611320442245,0.0043763670861847,0.9998670050168158,0.1903966303966303,0.0654761904761904
german,installment_plans=A141,-0.3069426388963794,0.0436129452131031,0.7303370786516854,1.074025115664243,0.4010695187165775,0.0,1.0,0.0,2.531015346137636,0.1063061894772914,0.003979109145308,0.999863949451108,0.1235093724981365,0.4576098059244127
german,installment_plans=A142,-0.0347683694479119,0.0005895759574145,0.6847826086956522,1.0070332480818414,0.9191176470588236,0.0,1.0,0.0,3.1436334444974534,0.1080132239371316,0.003752344686727,0.9998617273131164,0.0868667877363529,0.0597826086956522
german,installment_plans=A143,0.2688539040829165,0.0340024888435139,0.4210526315789473,0.6191950464396284,1.0893246187363832,0.0,1.0,0.0,-1.604589334546474,0.0664753854143547,0.0046229408178674,0.9998685320063444,0.2344926744926744,0.3196881091617933
german,housing=A151,-0.2365882829357979,0.0263426681003105,0.7317073170731707,1.0760401721664274,0.6535947712418301,0.0,1.0,0.0,1.6913298621479576,0.1023231090709977,0.0045402945905715,0.9998680455840746,0.2194354887037813,0.2872628726287263
german,housing=A152,0.2229894825881106,0.0240481410924172,0.5172413793103449,0.7606490872210953,1.0977630488815244,1.0,1.0,1.0,-0.9397506584812634,0.0721655002804885,0.0054403258914531,0.999872334588651,0.4083925667024258,0.2292374939290917
german,housing=A153,-0.0328867113103263,0.0005304133764464,0.6853932584269663,1.0079312623925971,0.9358288770053476,1.0,1.0,1.0,2.5310153461376346,0.1063061894772914,0.003979109145308,0.999863949451108,0.1235093724981365,0.0490296220633299
german,skill_level=A171,0.097999191510005,0.0078089471086192,0.673469387755102,0.9903961584633856,1.4705882352941175,1.0,1.0,0.0,6.962011221737284,0.1114272928568118,0.0033305573391893,0.9998557991730016,0.0203118888833174,0.326530612244898
german,skill_level=A172,0.1957899075681429,0.0214085206930641,0.6329113924050633,0.9307520476545048,1.2605042016806722,0.0,1.0,0.0,1.4457603903328708,0.1006160746111576,0.0047889848052584,0.9998694417006933,0.2657506298012626,0.2242314647377937
german,skill_level=A173,-0.1125459464997714,0.0064718491719364,0.75,1.1029411764705883,0.942095588235294,0.0,0.0,0.0,-0.5922544268491788,0.0761485806867822,0.0059347175730197,0.9998740161834766,0.5624570024570025,0.109375
german,skill_level=A174,-0.1172889436923926,0.0065434134917999,0.7011494252873564,1.031102096010818,0.7918552036199096,1.0,0.0,1.0,2.2340451136054753,0.1051681665040646,0.0041354349842248,0.9998652572734184,0.1493416927899686,0.1626878868258179
german,telephone=A191,0.0228547606326212,0.0002605205123681,0.6666666666666666,0.980392156862745,1.0125361620057858,0.0,0.0,0.0,-0.4579488591246662,0.0778556151466223,0.0061045397240364,0.9998745190198518,0.6393088170137351,0.0218579234972677
german,telephone=A192,-0.0228547606326212,0.0002605205123681,0.6885245901639344,1.0125361620057858,0.980392156862745,0.0,0.0,0.0,0.4579488591246662,0.0903738678521167,0.0061045397240364,0.9998745190198518,0.6393088170137351,0.0218579234972677
german,foreign_worker=A201,-0.0689450253326692,0.0038803498270423,1.0,1.4705882352941175,0.9952465834818776,1.0,1.0,0.0,-9.999999999999998,0.0562331786553138,0.003264639340127,0.9998544202967692,0.0100037227309954,0.3232323232323232
german,foreign_worker=A202,0.0689450253326692,0.0038803498270423,0.6767676767676768,0.9952465834818776,1.4705882352941175,1.0,1.0,0.0,9.999999999999998,0.1119963043434252,0.003264639340127,0.9998544202967692,0.0100037227309954,0.3232323232323232
german,age,0.1646614166591955,0.0125540839969689,0.5625,0.7705479452054794,1.0437051532941946,0.0,0.0,0.0,-1.883218882002194,0.0647683509545145,0.0043763670861847,0.9998670050168158,0.1903966303966303,0.1994047619047618
german,people_liable_for,0.1011351988475425,0.0056490589931365,0.0,0.0,1.0,1.0,0.0,1.0,2.234045113605477,0.0613593175347157,0.0041354349842248,0.9998652572734184,0.1493416927899686,0.73
german,sex,0.0576373375755098,0.0016212569988106,0.6818181818181818,0.933997509339975,1.0186160871092378,0.0,0.0,1.0,-1.3725270326150325,0.0681824198741948,0.0048721066579212,0.999869866516478,0.2819807219807219,0.0617715617715618
german,status=A11,-0.2947546762632109,0.039861387249987,0.7974683544303798,1.0924224033292873,0.6523157208088716,0.0,0.0,0.0,1.4457603903328708,0.1006160746111576,0.0047889848052584,0.9998694417006933,0.2657506298012626,0.3212778782399036
german,status=A12,-0.1767900915085595,0.0150804378923168,0.782608695652174,1.0720667063728413,0.8395934600088378,0.0,1.0,0.0,0.8341991172460598,0.0949259597450238,0.0055924496641917,0.9998728905328516,0.449221237047324,0.1697054698457223
german,status=A13,-0.0097108865129416,4.663603190407928e-05,0.7311827956989247,1.0016202680807187,0.9784735812133072,0.0,0.0,1.0,3.422153442737595,0.1085822354237449,0.0036790061391297,0.9998609030090908,0.0751779345327731,0.0168970814132104
german,status=A14,0.415380438765258,0.1012807210637626,0.576271186440678,0.7894125841653123,1.3030404276645509,0.0,1.0,1.0,0.3715746629552829,0.0892358448788899,0.0061991470894738,0.9998747850513564,0.6948852704784908,0.3749483257544439
german,credit_history=A30,-0.2891707145898478,0.0405575023021485,0.7525773195876289,1.0309278350515465,0.0,1.0,1.0,1.0,5.594649463592128,0.1108582813701985,0.0033977484620807,0.999857003071308,0.0308325945439346,0.7525773195876289
